,actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
4148,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Michael Polish,Drama|Horror|Mystery|Thriller,amnesiac,Olivia Rose Keegan Patrick Bauchau Mia Barron Michael Polish Drama|Horror|Mystery|Thriller
4149,Greg Crowe,James Ransone,Tempestt Bledsoe,Heidi Ewing,Documentary,freakonomics,Greg Crowe James Ransone Tempestt Bledsoe Heidi Ewing Documentary
4150,Lee Remick,Patrick Troughton,Billie Whitelaw,Richard Donner,Fantasy|Horror|Mystery,the omen,Lee Remick Patrick Troughton Billie Whitelaw Richard Donner Fantasy|Horror|Mystery
4151,Cécile De France,Maïwenn,Oana Pellea,Alexandre Aja,Horror,high tension,Cécile De France Maïwenn Oana Pellea Alexandre Aja Horror
4152,Maeve Dermody,Patrick Brammall,Kelly Paterniti,Leon Ford,Comedy|Drama|Romance|Sci-Fi,griff the invisible,Maeve Dermody Patrick Brammall Kelly Paterniti Leon Ford Comedy|Drama|Romance|Sci-Fi
4153,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Hank Braxtan,Action|Horror|Thriller,unnatural,Q'orianka Kilcher Gregory Cruz Allegra Carpenter Hank Braxtan Action|Horror|Thriller
4154,Isaac Hayes,Paula Jai Parker,Elise Neal,Craig Brewer,Crime|Drama|Music,hustle & flow,Isaac Hayes Paula Jai Parker Elise Neal Craig Brewer Crime|Drama|Music
4155,Nehemiah Persoff,Joe E. Brown,George Raft,Billy Wilder,Comedy|Music|Romance,some like it hot,Nehemiah Persoff Joe E. Brown George Raft Billy Wilder Comedy|Music|Romance
4156,Kane Hodder,Terry Kiser,William Butler,John Carl Buechler,Horror,friday the 13th part vii: the new blood,Kane Hodder Terry Kiser William Butler John Carl Buechler Horror
4157,Margaret Hamilton,Terry,Billie Burke,Victor Fleming,Adventure|Family|Fantasy|Musical,the wizard of oz,Margaret Hamilton Terry Billie Burke Victor Fleming Adventure|Family|Fantasy|Musical
4158,Madeline Kahn,Peter Boyle,Teri Garr,Mel Brooks,Comedy,young frankenstein,Madeline Kahn Peter Boyle Teri Garr Mel Brooks Comedy
4159,Megan Park,Shawn Roberts,Joe Dinicol,George A. Romero,Horror,diary of the dead,Megan Park Shawn Roberts Joe Dinicol George A. Romero Horror
4160,Vidya Balan,Sanjay Dutt,Jimmy Shergill,Rajkumar Hirani,Comedy|Drama|Romance,lage raho munna bhai,Vidya Balan Sanjay Dutt Jimmy Shergill Rajkumar Hirani Comedy|Drama|Romance
4161,Peter Fonda,Patricia Richardson,Vanessa Zima,Victor Nunez,Drama,ulee's gold,Peter Fonda Patricia Richardson Vanessa Zima Victor Nunez Drama
4162,Teri Garr,Kelly Reno,Hoyt Axton,Carroll Ballard,Adventure|Family|Sport,the black stallion,Teri Garr Kelly Reno Hoyt Axton Carroll Ballard Adventure|Family|Sport
4163,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,Rohit Jugraj,Romance,sardaar ji,Bhavkhandan Singh Rakhra Neeru Bajwa Diljit Dosanjh Rohit Jugraj Romance
4164,Iben Hjejle,Frank Hvam,Casper Christensen,Thorbjørn Christoffersen,Action|Adventure|Animation|Comedy|Sci-Fi,journey to saturn,Iben Hjejle Frank Hvam Casper Christensen Thorbjørn Christoffersen Action|Adventure|Animation|Comedy|Sci-Fi
4165,Lee Marvin,Cesar Romero,Jack Warden,John Ford,Adventure|Comedy|Romance,donovan's reef,Lee Marvin Cesar Romero Jack Warden John Ford Adventure|Comedy|Romance
4166,Rijk de Gooyer,Ariane Schluter,Henri Garcin,Alex van Warmerdam,Comedy|Drama,the dress,Rijk de Gooyer Ariane Schluter Henri Garcin Alex van Warmerdam Comedy|Drama
4167,Spencer Tracy,Esther Williams,Irene Dunne,Victor Fleming,Drama|Fantasy|Romance|War,a guy named joe,Spencer Tracy Esther Williams Irene Dunne Victor Fleming Drama|Fantasy|Romance|War
4168,Madeline Kahn,David Huddleston,Harvey Korman,Mel Brooks,Comedy|Western,blazing saddles,Madeline Kahn David Huddleston Harvey Korman Mel Brooks Comedy|Western
4169,Judie Aronson,Tom Everett,Kimberly Beck,Joseph Zito,Horror|Thriller,friday the 13th: the final chapter,Judie Aronson Tom Everett Kimberly Beck Joseph Zito Horror|Thriller
4170,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,Pawel Pawlikowski,Drama,ida,Joanna Kulig Agata Trzebuchowska Agata Kulesza Pawel Pawlikowski Drama
4171,Rupert Graves,Denholm Elliott,Simon Callow,James Ivory,Drama|Romance,maurice,Rupert Graves Denholm Elliott Simon Callow James Ivory Drama|Romance
4172,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,Frank Sebastiano,Comedy|Sport,beer league,Joe Lo Truglio Laurie Metcalf Seymour Cassel Frank Sebastiano Comedy|Sport
4173,Johnny Depp,Charlize Theron,Clea DuVall,Rand Ravich,Drama|Sci-Fi|Thriller,the astronaut's wife,Johnny Depp Charlize Theron Clea DuVall Rand Ravich Drama|Sci-Fi|Thriller
4174,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,Stacy Peralta,Documentary|History|Sport,riding giants,Gerry Lopez Gabrielle Reece Laird John Hamilton Stacy Peralta Documentary|History|Sport
4175,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,Nacho Vigalondo,Horror|Mystery|Sci-Fi|Thriller,timecrimes,Karra Elejalde Nacho Vigalondo Bárbara Goenaga Nacho Vigalondo Horror|Mystery|Sci-Fi|Thriller
4176,Jack Kao,Bo Huang,Zheng Xu,Hao Ning,Action|Adventure|Comedy,silver medallist,Jack Kao Bo Huang Zheng Xu Hao Ning Action|Adventure|Comedy
4177,Brianna Brown,Nick Searcy,Beth Broderick,Tony Giglio,Horror|Thriller,timber falls,Brianna Brown Nick Searcy Beth Broderick Tony Giglio Horror|Thriller
4178,Rita Moreno,Debbie Reynolds,Cyd Charisse,Stanley Donen,Comedy|Musical|Romance,singin' in the rain,Rita Moreno Debbie Reynolds Cyd Charisse Stanley Donen Comedy|Musical|Romance
4179,Joe Cross,Joel Fuhrman,Amy Badberg,Joe Cross,Documentary,"fat, sick & nearly dead",Joe Cross Joel Fuhrman Amy Badberg Joe Cross Documentary
4180,Essence Atkins,Alanna Ubach,J.B. Smoove,Michael Tiddes,Comedy|Fantasy,a haunted house,Essence Atkins Alanna Ubach J.B. Smoove Michael Tiddes Comedy|Fantasy
4181,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,Dinesh D'Souza,Documentary,2016: obama's america,Barack Obama Zackary Steven Graham Dinesh D'Souza Dinesh D'Souza Documentary
4182,Scout Taylor-Compton,Tyler Mane,Margot Kidder,Rob Zombie,Horror,halloween ii,Scout Taylor-Compton Tyler Mane Margot Kidder Rob Zombie Horror
4183,Tom Hanks,Charlize Theron,Ethan Embry,Tom Hanks,Comedy|Drama|Music,that thing you do!,Tom Hanks Charlize Theron Ethan Embry Tom Hanks Comedy|Drama|Music
4184,Tom Atkins,Dan O'Herlihy,Nancy Kyes,Tommy Lee Wallace,Horror|Mystery|Sci-Fi,halloween iii: season of the witch,Tom Atkins Dan O'Herlihy Nancy Kyes Tommy Lee Wallace Horror|Mystery|Sci-Fi
4185,Roddy McDowall,M. Emmet Walsh,Sal Mineo,Don Taylor,Action|Sci-Fi,escape from the planet of the apes,Roddy McDowall M. Emmet Walsh Sal Mineo Don Taylor Action|Sci-Fi
4186,Patricia Neal,Melvyn Douglas,Whit Bissell,Martin Ritt,Drama,hud,Patricia Neal Melvyn Douglas Whit Bissell Martin Ritt Drama
4187,David Jason Perez,La'Princess Jackson,Dana Hanna,Leslie Small,Comedy|Documentary,kevin hart: let me explain,David Jason Perez La'Princess Jackson Dana Hanna Leslie Small Comedy|Documentary
4188,Keanu Reeves,Udo Kier,Flea,Gus Van Sant,Drama,my own private idaho,Keanu Reeves Udo Kier Flea Gus Van Sant Drama
4189,Armando Riesco,Michael Weston,Jill Flint,Zach Braff,Comedy|Drama|Romance,garden state,Armando Riesco Michael Weston Jill Flint Zach Braff Comedy|Drama|Romance
4190,Hanno Pöschl,Hans Weingartner,Dominik Castell,Richard Linklater,Drama|Romance,before sunrise,Hanno Pöschl Hans Weingartner Dominik Castell Richard Linklater Drama|Romance
4191,Patrick Huard,Michel Côté,Jean Pierre Bergeron,Éric Tessier,Action|Drama|Horror|Thriller,sur le seuil,Patrick Huard Michel Côté Jean Pierre Bergeron Éric Tessier Action|Drama|Horror|Thriller
4192,Billy Crudup,Samantha Morton,Mark Webber,Alison Maclean,Drama,jesus' son,Billy Crudup Samantha Morton Mark Webber Alison Maclean Drama
4193,Joan Chen,Ato Essandoh,Jessica Hecht,Alice Wu,Comedy|Drama|Romance,saving face,Joan Chen Ato Essandoh Jessica Hecht Alice Wu Comedy|Drama|Romance
4194,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,Sarah Gavron,Drama,brick lane,Satish Kaushik Christopher Simpson Tannishtha Chatterjee Sarah Gavron Drama
4195,Frank Langella,Joshua Ormond,Ana Gasteyer,Jake Schreier,Comedy|Crime|Drama|Sci-Fi,robot & frank,Frank Langella Joshua Ormond Ana Gasteyer Jake Schreier Comedy|Crime|Drama|Sci-Fi
4196,Sarah Polley,Julian Richings,Amanda Plummer,Isabel Coixet,Drama|Romance,my life without me,Sarah Polley Julian Richings Amanda Plummer Isabel Coixet Drama|Romance
4197,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,James Ponsoldt,Comedy|Drama|Romance,the spectacular now,Shailene Woodley Jennifer Jason Leigh Dayo Okeniyi James Ponsoldt Comedy|Drama|Romance
4198,William Hurt,Elden Henson,Michael Bower,Randall Miller,Comedy|Family|Musical|Romance|Short,marilyn hotchkiss' ballroom dancing and charm school,William Hurt Elden Henson Michael Bower Randall Miller Comedy|Family|Musical|Romance|Short
4199,Bill Maher,Tal Bachman,Steve Burg,Larry Charles,Comedy|Documentary|War,religulous,Bill Maher Tal Bachman Steve Burg Larry Charles Comedy|Documentary|War
4200,Larry David,Sheryl Crow,George W. Bush,Joshua Tickell,Documentary,fuel,Larry David Sheryl Crow George W. Bush Joshua Tickell Documentary
4201,Bruce McGill,Diana Scarwid,Tom Bower,Tim Boxell,Drama,valley of the heart's delight,Bruce McGill Diana Scarwid Tom Bower Tim Boxell Drama
4202,Gary Cole,Stephen Root,Joel David Moore,Rawson Marshall Thurber,Comedy|Sport,dodgeball: a true underdog story,Gary Cole Stephen Root Joel David Moore Rawson Marshall Thurber Comedy|Sport
4203,Katharine Ross,Carly Schroeder,George Harris,Michael D. Sellers,Comedy|Drama|Family,eye of the dolphin,Katharine Ross Carly Schroeder George Harris Michael D. Sellers Comedy|Drama|Family
4204,Dustin Lance Black,Emily Pearson,Gavin Newsom,Reed Cowan,Documentary,8: the mormon proposition,Dustin Lance Black Emily Pearson Gavin Newsom Reed Cowan Documentary
4205,Larry Miller,Anupam Kher,Shriya Saran,James Dodson,Comedy|Drama|Romance,the other end of the line,Larry Miller Anupam Kher Shriya Saran James Dodson Comedy|Drama|Romance
4206,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,Stefan Ruzowitzky,Horror|Thriller,anatomy,Benno Fürmann Rüdiger Vogler Sebastian Blomberg Stefan Ruzowitzky Horror|Thriller
4207,Leonor Varela,Jacob Vargas,Tenoch Huerta,Alex Rivera,Drama|Romance|Sci-Fi|Thriller,sleep dealer,Leonor Varela Jacob Vargas Tenoch Huerta Alex Rivera Drama|Romance|Sci-Fi|Thriller
4208,Linda Cardellini,Rainn Wilson,Paul T. Taylor,James Gunn,Comedy|Crime|Drama,super,Linda Cardellini Rainn Wilson Paul T. Taylor James Gunn Comedy|Crime|Drama
4209,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,John Murlowski,Comedy|Drama|Family|Romance,christmas mail,Ashley Scott Piper Mackenzie Harris Lochlyn Munro John Murlowski Comedy|Drama|Family|Romance
4210,Clifton Collins Jr.,Cecilia Pillado,David Masterson,Benni Diez,Comedy|Horror,stung,Clifton Collins Jr. Cecilia Pillado David Masterson Benni Diez Comedy|Horror
4211,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,Danny Perez,Horror,antibirth,Natasha Lyonne Emmanuel Kabongo Mark Webber Danny Perez Horror
4212,Bernie Mac,Harry Lennix,Andre Braugher,Spike Lee,Drama|History,get on the bus,Bernie Mac Harry Lennix Andre Braugher Spike Lee Drama|History
4213,Marc Blucas,Max Ryan,Justine Waddell,Robby Henson,Drama|Horror|Mystery|Thriller,thr3e,Marc Blucas Max Ryan Justine Waddell Robby Henson Drama|Horror|Mystery|Thriller
4214,Anthony 'Citric' Campos,Patrick Fischler,David Herman,Mike Judge,Adventure|Comedy|Sci-Fi,idiocracy,Anthony 'Citric' Campos Patrick Fischler David Herman Mike Judge Adventure|Comedy|Sci-Fi
4215,Simon Merrells,Kevin Leslie,Kris Sommerville,Zackary Adler,Crime|Drama,the rise of the krays,Simon Merrells Kevin Leslie Kris Sommerville Zackary Adler Crime|Drama
4216,Stephen Graham,Joseph Gilgun,Jack O'Connell,Shane Meadows,Crime|Drama,this is england,Stephen Graham Joseph Gilgun Jack O'Connell Shane Meadows Crime|Drama
4217,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,Dominic Burns,Comedy|Sci-Fi,alien uprising,Julian Glover Sean Pertwee Bianca Brigitte VanDamme Dominic Burns Comedy|Sci-Fi
4218,Esther Williams,Basil Rathbone,Red Skelton,George Sidney,Comedy|Musical,bathing beauty,Esther Williams Basil Rathbone Red Skelton George Sidney Comedy|Musical
4219,Jossara Jinaro,Aimee Garcia,Rene Rosado,Carmen Marron,Drama|Musical,go for it!,Jossara Jinaro Aimee Garcia Rene Rosado Carmen Marron Drama|Musical
4220,Ethan Embry,Michael O'Neill,Alexandra Holden,Tim McCanlies,Comedy|Drama|Family,"dancer, texas pop. 81",Ethan Embry Michael O'Neill Alexandra Holden Tim McCanlies Comedy|Drama|Family
4221,Agnes Moorehead,Ava Gardner,Howard Keel,George Sidney,Drama|Family|Musical|Romance,show boat,Agnes Moorehead Ava Gardner Howard Keel George Sidney Drama|Family|Musical|Romance
4222,Tom Skerritt,Cinda McCain,Luke Perry,Mario Van Peebles,Drama,redemption road,Tom Skerritt Cinda McCain Luke Perry Mario Van Peebles Drama
4223,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Jason Stone,Thriller,the calling,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller
4224,Jon Lovitz,Phil Hartman,Mindy Sterling,Jerry Rees,Adventure|Animation|Comedy|Family|Fantasy|Musical,the brave little toaster,Jon Lovitz Phil Hartman Mindy Sterling Jerry Rees Adventure|Animation|Comedy|Family|Fantasy|Musical
4225,Leopold Stokowski,Deems Taylor,unknown,James Algar,Animation|Family|Fantasy|Music,fantasia,Leopold Stokowski Deems Taylor unknown James Algar Animation|Family|Fantasy|Music
4226,Roy Scheider,Fernando Rey,Tony Lo Bianco,William Friedkin,Action|Crime|Drama|Thriller,the french connection,Roy Scheider Fernando Rey Tony Lo Bianco William Friedkin Action|Crime|Drama|Thriller
4227,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez,Jaco Booyens,Drama|Thriller,8 days,Nicole Smolen Sebastian Aguilar Ivette Alvarez Jaco Booyens Drama|Thriller
4228,Richard Brooker,Dana Kimmell,Catherine Parks,Steve Miner,Horror|Thriller,friday the 13th part iii,Richard Brooker Dana Kimmell Catherine Parks Steve Miner Horror|Thriller
4229,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,Danny Steinmann,Horror|Mystery|Thriller,friday the 13th: a new beginning,Tiffany Helm Melanie Kinnaman Dominick Brascia Danny Steinmann Horror|Mystery|Thriller
4230,Henry Thomas,Louise Fletcher,A.J. Buckley,Michael Landon Jr.,Drama,the last sin eater,Henry Thomas Louise Fletcher A.J. Buckley Michael Landon Jr. Drama
4231,Alexa PenaVega,Delroy Lindo,Madison Pettis,Jon Gunn,Drama,do you believe?,Alexa PenaVega Delroy Lindo Madison Pettis Jon Gunn Drama
4232,Brian Austin Green,Kayla Ewell,Linden Ashby,Hayley Cloake,Thriller,impact point,Brian Austin Green Kayla Ewell Linden Ashby Hayley Cloake Thriller
4233,Jessica Tandy,Greer Garson,Lionel Barrymore,Tay Garnett,Drama,the valley of decision,Jessica Tandy Greer Garson Lionel Barrymore Tay Garnett Drama
4234,Jessica Lowndes,Ethan Peck,Brad Schmidt,Shyam Madiraju,Drama|Thriller,eden,Jessica Lowndes Ethan Peck Brad Schmidt Shyam Madiraju Drama|Thriller
4235,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,Harmage Singh Kalirai,Comedy|Drama|Romance,chicken tikka masala,Saeed Jaffrey Zohra Segal Shobu Kapoor Harmage Singh Kalirai Comedy|Drama|Romance
4236,Ryan Guzman,James Wolk,Jason Ritter,Rita Merson,Comedy|Music|Romance,always woodstock,Ryan Guzman James Wolk Jason Ritter Rita Merson Comedy|Music|Romance
4237,Rachel Skarsten,Daniel Kash,Stefanie Drummond,Jon Knautz,Action|Comedy|Horror,jack brooks: monster slayer,Rachel Skarsten Daniel Kash Stefanie Drummond Jon Knautz Action|Comedy|Horror
4238,Myrna Loy,Teresa Wright,Dana Andrews,William Wyler,Drama|Romance|War,the best years of our lives,Myrna Loy Teresa Wright Dana Andrews William Wyler Drama|Romance|War
4239,Kelli Garner,Nick Stahl,Brad Renfro,Larry Clark,Biography|Crime|Drama,bully,Kelli Garner Nick Stahl Brad Renfro Larry Clark Biography|Crime|Drama
4240,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,Petter Næss,Comedy|Drama,elling,Jørgen Langhelle Per Christian Ellefsen Sven Nordin Petter Næss Comedy|Drama
4241,Michael Derek,Arturo Castro,Brad Lee Wind,Robert Fontaine,Crime|Drama,mi america,Michael Derek Arturo Castro Brad Lee Wind Robert Fontaine Crime|Drama
4242,Manuela Velasco,Pablo Rosso,Carlos Lasarte,Jaume Balagueró,Horror,[rec],Manuela Velasco Pablo Rosso Carlos Lasarte Jaume Balagueró Horror
4243,Rosie Perez,Martha Higareda,Cheyenne Haynes,Patricia Cardoso,Drama,lies in plain sight,Rosie Perez Martha Higareda Cheyenne Haynes Patricia Cardoso Drama
4244,Travis Myers,David Proval,Carmen Argenziano,Dan Perri,Comedy|Drama|Mystery|Romance|Thriller,sharkskin,Travis Myers David Proval Carmen Argenziano Dan Perri Comedy|Drama|Mystery|Romance|Thriller
4245,Walter Hendrix III,Michael Chapman,Louise Brealey,Neil Mcenery-West,Horror|Sci-Fi|Thriller,containment,Walter Hendrix III Michael Chapman Louise Brealey Neil Mcenery-West Horror|Sci-Fi|Thriller
4246,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,Anthony O'Brien,Adventure|Drama|Western,the timber,James Ransone Maria Doyle Kennedy Shaun O'Hagan Anthony O'Brien Adventure|Drama|Western
4247,Robert Shaw,Daniela Bianchi,Lois Maxwell,Terence Young,Action|Adventure|Thriller,from russia with love,Robert Shaw Daniela Bianchi Lois Maxwell Terence Young Action|Adventure|Thriller
4248,Phoebe Legere,Jessica Dublin,Lisa Gaye,Michael Herz,Action|Comedy|Horror|Sci-Fi,the toxic avenger part ii,Phoebe Legere Jessica Dublin Lisa Gaye Michael Herz Action|Comedy|Horror|Sci-Fi
4249,Carroll O'Connor,Alan Autry,Crystal R. Fox,unknown,Crime|Drama|Mystery,in the heat of the night            ,Carroll O'Connor Alan Autry Crystal R. Fox unknown Crime|Drama|Mystery
4250,Woody Allen,John Beck,Mews Small,Woody Allen,Comedy|Sci-Fi,sleeper,Woody Allen John Beck Mews Small Woody Allen Comedy|Sci-Fi
4251,Maika Monroe,Ruby Harris,Jake Weary,David Robert Mitchell,Horror|Mystery,it follows,Maika Monroe Ruby Harris Jake Weary David Robert Mitchell Horror|Mystery
4252,Woody Allen,John Carradine,Lynn Redgrave,Woody Allen,Comedy,everything you always wanted to know about sex * but were afraid to ask,Woody Allen John Carradine Lynn Redgrave Woody Allen Comedy
4253,Robert Duvall,Brock Peters,William Windom,Robert Mulligan,Crime|Drama,to kill a mockingbird,Robert Duvall Brock Peters William Windom Robert Mulligan Crime|Drama
4254,Vernon Wells,Bruce Spence,Kjell Nilsson,George Miller,Action|Adventure|Sci-Fi|Thriller,mad max 2: the road warrior,Vernon Wells Bruce Spence Kjell Nilsson George Miller Action|Adventure|Sci-Fi|Thriller
4255,Andy Lau,Anita Mui,Ho-Sung Pak,Chia-Liang Liu,Action|Comedy,the legend of drunken master,Andy Lau Anita Mui Ho-Sung Pak Chia-Liang Liu Action|Comedy
4256,James Mason,Shelley Winters,Lois Maxwell,Stanley Kubrick,Crime|Drama|Romance,lolita,James Mason Shelley Winters Lois Maxwell Stanley Kubrick Crime|Drama|Romance
4257,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,Kimberly Peirce,Biography|Crime|Drama|Romance,boys don't cry,Alicia Goranson Brendan Sexton III Jeannetta Arnette Kimberly Peirce Biography|Crime|Drama|Romance
4258,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Chris Kentis,Drama|Horror|Mystery|Thriller,silent house,Eric Sheffer Stevens Julia Taylor Ross Adam Trese Chris Kentis Drama|Horror|Mystery|Thriller
4259,Sebastian Koch,Ulrich Mühe,Martina Gedeck,Florian Henckel von Donnersmarck,Drama|Thriller,the lives of others,Sebastian Koch Ulrich Mühe Martina Gedeck Florian Henckel von Donnersmarck Drama|Thriller
4260,Ben Davies,Alex Kendrick,T.C. Stallings,Alex Kendrick,Drama,courageous,Ben Davies Alex Kendrick T.C. Stallings Alex Kendrick Drama
4261,George C. Scott,Jackie Gleason,Murray Hamilton,Robert Rossen,Drama|Sport,the hustler,George C. Scott Jackie Gleason Murray Hamilton Robert Rossen Drama|Sport
4262,Hedy Lamarr,Spencer Tracy,Claudette Colbert,Jack Conway,Adventure|Drama|Romance|Western,boom town,Hedy Lamarr Spencer Tracy Claudette Colbert Jack Conway Adventure|Drama|Romance|Western
4263,Michel Robin,Charles Linton,Béatrice Bonifassi,Sylvain Chomet,Animation|Comedy|Drama,the triplets of belleville,Michel Robin Charles Linton Béatrice Bonifassi Sylvain Chomet Animation|Comedy|Drama
4264,Michael Greyeyes,Irene Bedard,Gary Farmer,Chris Eyre,Comedy|Drama,smoke signals,Michael Greyeyes Irene Bedard Gary Farmer Chris Eyre Comedy|Drama
4265,Josh Hutcherson,James Urbaniak,Daniel Tay,Shari Springer Berman,Biography|Comedy|Drama,american splendor,Josh Hutcherson James Urbaniak Daniel Tay Shari Springer Berman Biography|Comedy|Drama
4266,Vernon Dobtcheff,Albert Delpy,Marie Pillet,Richard Linklater,Drama|Romance,before sunset,Vernon Dobtcheff Albert Delpy Marie Pillet Richard Linklater Drama|Romance
4267,Adriana Barraza,Jorge Salinas,Goya Toledo,Alejandro G. Iñárritu,Drama|Thriller,amores perros,Adriana Barraza Jorge Salinas Goya Toledo Alejandro G. Iñárritu Drama|Thriller
4268,Holly Hunter,Sarah Clarke,Kip Pardue,Catherine Hardwicke,Drama,thirteen,Holly Hunter Sarah Clarke Kip Pardue Catherine Hardwicke Drama
4269,Dean Stockwell,Celeste Holm,John Garfield,Elia Kazan,Drama|Romance,gentleman's agreement,Dean Stockwell Celeste Holm John Garfield Elia Kazan Drama|Romance
4270,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Debra Granik,Drama,winter's bone,Jennifer Lawrence Shelley Waggener Lauren Sweetser Debra Granik Drama
4271,Nicholas Aaron,Brendan Mackey,Joe Simpson,Kevin Macdonald,Adventure|Documentary|Drama|Sport,touching the void,Nicholas Aaron Brendan Mackey Joe Simpson Kevin Macdonald Adventure|Documentary|Drama|Sport
4272,Tyrone Power,Don Ameche,John Carradine,Henry King,Drama|Musical|Romance,alexander's ragtime band,Tyrone Power Don Ameche John Carradine Henry King Drama|Musical|Romance
4273,Najarra Townsend,Brad William Henke,Miranda July,Miranda July,Comedy|Drama,me and you and everyone we know,Najarra Townsend Brad William Henke Miranda July Miranda July Comedy|Drama
4274,Matt Damon,George W. Bush,Barney Frank,Charles Ferguson,Crime|Documentary,inside job,Matt Damon George W. Bush Barney Frank Charles Ferguson Crime|Documentary
4275,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Max Joseph,Drama|Music|Romance,we are your friends,Vanessa Lengies Emily Ratajkowski Jonny Weston Max Joseph Drama|Music|Romance
4276,Henry Silva,Gano Grills,Richard Portnow,Jim Jarmusch,Action|Crime|Drama|Thriller,ghost dog: the way of the samurai,Henry Silva Gano Grills Richard Portnow Jim Jarmusch Action|Crime|Drama|Thriller
4277,J.K. Simmons,Christian Bale,Noel Gugliemi,David Ayer,Action|Crime|Drama|Thriller,harsh times,J.K. Simmons Christian Bale Noel Gugliemi David Ayer Action|Crime|Drama|Thriller
4278,David Oyelowo,Leonor Varela,Sydelle Noel,Jerry Jameson,Crime|Drama|Thriller,captive,David Oyelowo Leonor Varela Sydelle Noel Jerry Jameson Crime|Drama|Thriller
4279,Julia Roberts,Enrico Colantoni,Blair Underwood,Steven Soderbergh,Comedy|Romance,full frontal,Julia Roberts Enrico Colantoni Blair Underwood Steven Soderbergh Comedy|Romance
4280,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Kevin Tenney,Horror|Mystery|Thriller,witchboard,Kathleen Wilhoite Tawny Kitaen Rose Marie Kevin Tenney Horror|Mystery|Thriller
4281,Stephen Colbert,Amy Sedaris,Maria Thayer,unknown,Comedy,strangers with candy            ,Stephen Colbert Amy Sedaris Maria Thayer unknown Comedy
4282,Julie Christie,Brian Blessed,Richard Briers,Kenneth Branagh,Drama,hamlet,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
4283,Sook-Yin Lee,Peter Stickles,Raphael Barker,John Cameron Mitchell,Comedy|Drama|Romance,shortbus,Sook-Yin Lee Peter Stickles Raphael Barker John Cameron Mitchell Comedy|Drama|Romance
4284,Ari Folman,Ronny Dayag,Zahava Solomon,Ari Folman,Animation|Biography|Documentary|Drama|History|War,waltz with bashir,Ari Folman Ronny Dayag Zahava Solomon Ari Folman Animation|Biography|Documentary|Drama|History|War
4285,Noah Danby,Kirby Heyborne,Bruce Newbold,Gary Rogers,Adventure,"the book of mormon movie, volume 1: the journey",Noah Danby Kirby Heyborne Bruce Newbold Gary Rogers Adventure
4286,Campbell Scott,Dick Cheney,Donald Rumsfeld,Charles Ferguson,Documentary|War,no end in sight,Campbell Scott Dick Cheney Donald Rumsfeld Charles Ferguson Documentary|War
4287,Alexander Skarsgård,David Fine,Austin Lyon,Marielle Heller,Drama|Romance,the diary of a teenage girl,Alexander Skarsgård David Fine Austin Lyon Marielle Heller Drama|Romance
4288,Anne Hathaway,Jon Tenney,Debrah Farentino,unknown,Comedy|Drama|Romance,get real            ,Anne Hathaway Jon Tenney Debrah Farentino unknown Comedy|Drama|Romance
4289,John F. Kennedy,Buzz Aldrin,Neil Armstrong,David Sington,Documentary|History,in the shadow of the moon,John F. Kennedy Buzz Aldrin Neil Armstrong David Sington Documentary|History
4290,Bruce Greenwood,Zoe Kazan,Shirley Henderson,Kelly Reichardt,Drama|Western,meek's cutoff,Bruce Greenwood Zoe Kazan Shirley Henderson Kelly Reichardt Drama|Western
4291,Hugh M. Hefner,Bill Maher,Linda Lovelace,Fenton Bailey,Biography|Documentary|History,inside deep throat,Hugh M. Hefner Bill Maher Linda Lovelace Fenton Bailey Biography|Documentary|History
4292,Danny Aiello,Manny Perez,Ajay Naidu,Bob Giraldi,Crime|Drama|Romance,dinner rush,Danny Aiello Manny Perez Ajay Naidu Bob Giraldi Crime|Drama|Romance
